ad_id,ad_text,industry,platform,date,day_of_week,hour,impressions,clicks,ctr,cpc,cost,conversions,cvr,revenue,roi,sentiment_score,performance
AD_0454,⚡ Lightning deals! Save big on trending products,ecommerce,LinkedIn,2024-07-19,Friday,12,41585,523,0.0126,3.59,1879.54,37,0.0711,2663.34,0.417,0.8,Medium
AD_0455,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-01-15,Monday,20,8674,96,0.0111,1.13,108.71,2,0.0226,261.39,1.405,0.5,High
AD_0456,📊 Smart investment tools for modern investors,finance,Google Ads,2024-05-18,Saturday,1,26640,1006,0.0378,0.98,981.44,21,0.0211,2230.29,1.272,0.5,High
AD_0457,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-02-18,Sunday,11,31131,660,0.0212,1.09,717.74,19,0.0296,1123.04,0.565,0.8,High
AD_0458,⚕️ Trusted healthcare providers in your area,healthcare,Facebook,2024-10-15,Tuesday,14,28586,441,0.0154,0.86,377.69,11,0.0258,785.58,1.08,0.55,High
AD_0459,🔬 Cutting-edge medical technology at your service,healthcare,Instagram,2024-03-13,Wednesday,15,2361,15,0.0067,0.55,8.21,0,0.025,0.0,-1.0,0.5,Low
AD_0460,🔬 Cutting-edge medical technology at your service,healthcare,LinkedIn,2024-12-24,Tuesday,16,35761,165,0.0046,3.79,625.26,0,0.0032,0.0,-1.0,0.5,Low
AD_0461,📦 Free shipping on orders over $50. Limited time!,ecommerce,Twitter,2024-10-09,Wednesday,13,24248,235,0.0097,0.56,131.39,11,0.0471,1082.35,7.238,0.75,High
AD_0462,🌟 Transform your business with AI. Limited time offer!,tech,Google Ads,2024-08-21,Wednesday,5,27293,912,0.0334,1.12,1020.49,22,0.0247,7748.32,6.593,0.75,High
AD_0463,🌟 Premium quality at unbeatable prices,ecommerce,LinkedIn,2024-02-09,Friday,2,44427,608,0.0137,4.11,2499.19,11,0.0193,910.0,-0.636,0.8,Low
AD_0464,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-04-29,Monday,14,11751,183,0.0156,0.1,18.3,6,0.0367,473.46,24.872,0.8,High
AD_0465,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Google Ads,2024-09-24,Tuesday,14,30493,846,0.0278,2.5,2118.46,25,0.0298,2094.14,-0.011,0.5,Low
AD_0466,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-01-17,Wednesday,23,14652,295,0.0201,1.12,331.54,14,0.0489,770.94,1.325,0.6,High
AD_0467,🔥 Hot deals alert! Don't miss out on savings,ecommerce,LinkedIn,2024-04-16,Tuesday,20,18186,212,0.0117,4.86,1029.36,8,0.0415,789.71,-0.233,0.75,Low
AD_0468,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Instagram,2024-09-17,Tuesday,20,27489,476,0.0173,0.65,311.0,16,0.0357,4656.72,13.974,0.65,High
AD_0469,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-07-18,Thursday,23,16721,384,0.023,1.14,436.46,4,0.011,369.51,-0.153,0.5,Low
AD_0470,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-02-25,Sunday,19,36240,1142,0.0315,3.53,4034.82,21,0.019,3950.41,-0.021,0.55,Low
AD_0471,🏥 Book your health checkup online. Easy scheduling!,healthcare,LinkedIn,2024-02-19,Monday,2,7968,71,0.009,4.35,308.82,0,0.001,0.0,-1.0,0.5,Low
AD_0472,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-05-20,Monday,12,6520,83,0.0129,0.1,8.3,1,0.0226,168.48,19.299,0.65,High
AD_0473,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-09-20,Friday,14,14045,450,0.0321,3.46,1558.46,8,0.0185,1244.9,-0.201,0.65,Low
AD_0474,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-06-21,Friday,2,45571,916,0.0201,0.47,427.71,22,0.0251,1490.86,2.486,0.8,High
AD_0475,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-06-03,Monday,10,4453,56,0.0128,0.61,34.25,1,0.0182,170.03,3.964,0.65,High
AD_0476,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Instagram,2024-02-14,Wednesday,0,36010,226,0.0063,0.25,56.05,12,0.054,1263.9,21.548,0.5,High
AD_0477,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-07-20,Saturday,12,2920,9,0.0033,1.2,10.81,0,0.0201,0.0,-1.0,0.55,Low
AD_0478,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-10-27,Sunday,8,12164,144,0.0119,1.32,190.45,4,0.0324,986.51,4.18,0.6,High
AD_0479,🩺 Advanced healthcare solutions for better living,healthcare,Google Ads,2024-08-25,Sunday,9,16810,639,0.0381,2.08,1325.93,13,0.0204,882.06,-0.335,0.5,Low
AD_0480,🩺 Advanced healthcare solutions for better living,healthcare,Google Ads,2024-02-17,Saturday,4,41142,1420,0.0345,1.74,2463.71,24,0.0174,3194.55,0.297,0.5,Medium
AD_0481,⭐ Award-winning software trusted by industry leaders,tech,Instagram,2024-03-08,Friday,22,43056,599,0.0139,1.23,737.26,25,0.0426,6497.54,7.813,0.55,High
AD_0482,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-11-10,Sunday,21,44954,389,0.0087,5.21,2027.86,9,0.0249,493.97,-0.756,0.6,Low
AD_0483,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-10-02,Wednesday,2,5994,243,0.0406,3.72,902.82,10,0.0447,752.37,-0.167,0.8,Low
AD_0484,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-11-26,Tuesday,5,39759,371,0.0093,0.97,358.06,11,0.0317,935.78,1.613,0.8,High
AD_0485,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-07-16,Tuesday,7,23463,860,0.0367,3.85,3307.71,9,0.0108,1312.09,-0.603,0.65,Low
AD_0486,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Instagram,2024-11-03,Sunday,4,23010,464,0.0202,1.32,614.55,10,0.0222,2402.57,2.909,0.65,High
AD_0487,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-01-11,Thursday,11,34665,1203,0.0347,3.15,3790.85,16,0.0141,3919.3,0.034,0.55,Medium
AD_0488,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-11-08,Friday,17,14006,272,0.0195,1.52,413.66,11,0.0405,727.13,0.758,0.6,High
AD_0489,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-01-26,Friday,9,36622,2007,0.0548,5.25,10536.97,54,0.027,9979.01,-0.053,0.65,Low
AD_0490,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Facebook,2024-07-23,Tuesday,13,36386,655,0.018,0.76,497.38,10,0.0156,1027.38,1.066,0.5,High
AD_0491,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-02-18,Sunday,10,11966,116,0.0097,3.81,441.4,0,0.0081,0.0,-1.0,0.6,Low
AD_0492,⭐ Award-winning software trusted by industry leaders,tech,Instagram,2024-06-29,Saturday,21,20275,265,0.0131,1.46,388.19,13,0.05,3037.41,6.824,0.55,High
AD_0493,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-12-06,Friday,17,41172,575,0.014,0.72,411.78,18,0.0328,832.8,1.022,0.65,High
AD_0494,"🏦 Bank with confidence. Zero fees, maximum returns",finance,LinkedIn,2024-06-17,Monday,16,28216,132,0.0047,3.54,467.74,0,0.0072,0.0,-1.0,0.5,Low
AD_0495,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Google Ads,2024-07-20,Saturday,4,47448,2233,0.0471,2.44,5446.89,93,0.0421,15587.61,1.862,0.65,High
AD_0496,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-03-03,Sunday,10,14440,261,0.0181,1.47,382.51,17,0.0664,1406.65,2.677,0.65,High
AD_0497,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-07-20,Saturday,9,28526,1457,0.0511,1.21,1768.31,35,0.0246,3308.78,0.871,0.65,High
AD_0498,🎯 Smart automation for modern businesses. Get started today!,tech,LinkedIn,2024-03-17,Sunday,20,38701,413,0.0107,4.56,1884.67,15,0.0367,4534.48,1.406,0.6,High
AD_0499,👗 New collection just dropped. Be the first to shop!,ecommerce,Instagram,2024-08-30,Friday,9,4748,57,0.0121,0.8,45.43,1,0.0336,91.8,1.021,0.65,High
AD_0500,⚡ Speed up your workflow with cutting-edge technology,tech,Instagram,2024-08-17,Saturday,18,3103,44,0.0142,0.89,39.36,1,0.0297,142.66,2.624,0.65,High
AD_0501,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-09-12,Thursday,19,33001,621,0.0188,0.71,441.38,12,0.0206,2118.57,3.8,0.5,High
AD_0502,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-11-16,Saturday,0,38228,649,0.017,1.42,919.46,60,0.0934,3106.12,2.378,0.7,High
AD_0503,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-09-06,Friday,18,11698,495,0.0423,2.43,1203.88,22,0.0462,4514.01,2.75,0.65,High
AD_0504,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Instagram,2024-10-24,Thursday,18,36618,582,0.0159,0.48,276.52,22,0.0392,2015.64,6.289,0.5,High
AD_0505,🏥 Book your health checkup online. Easy scheduling!,healthcare,Google Ads,2024-07-12,Friday,20,24993,883,0.0354,1.39,1228.26,35,0.0401,5489.87,3.47,0.5,High
AD_0506,⚡ Lightning deals! Save big on trending products,ecommerce,LinkedIn,2024-07-06,Saturday,7,10788,167,0.0155,5.96,994.77,12,0.0761,1190.14,0.196,0.8,Medium
AD_0507,"💚 Your health, our priority. Comprehensive care plans",healthcare,Instagram,2024-06-25,Tuesday,2,49175,631,0.0128,0.57,360.43,17,0.027,2137.41,4.93,0.5,High
AD_0508,⚡ Speed up your workflow with cutting-edge technology,tech,LinkedIn,2024-06-19,Wednesday,13,5996,61,0.0102,0.56,34.16,2,0.0448,582.4,16.05,0.65,High
AD_0509,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-03-20,Wednesday,10,29554,291,0.0099,1.05,305.38,4,0.0156,632.46,1.071,0.5,High
AD_0510,"💸 Save more, spend wisely. Download our app!",finance,LinkedIn,2024-11-30,Saturday,22,1570,12,0.0078,3.71,44.58,0,0.026,0.0,-1.0,0.65,Low
AD_0511,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-06-03,Monday,4,40104,876,0.0219,0.71,621.48,51,0.0583,3003.11,3.832,0.8,High
AD_0512,📦 Free shipping on orders over $50. Limited time!,ecommerce,Google Ads,2024-05-03,Friday,7,22133,1245,0.0563,2.97,3702.25,59,0.0474,4152.6,0.122,0.75,Medium
AD_0513,💊 Prescription delivery to your door. Order now!,healthcare,Facebook,2024-04-13,Saturday,14,35087,547,0.0156,0.59,323.47,6,0.0112,1381.38,3.271,0.6,High
AD_0514,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-02-07,Wednesday,1,20173,757,0.0375,1.35,1021.18,7,0.0101,1118.98,0.096,0.5,Medium
AD_0515,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-12-01,Sunday,19,15995,253,0.0159,0.67,168.38,10,0.0421,691.6,3.107,0.75,High
AD_0516,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-12-02,Monday,5,47223,906,0.0192,1.33,1200.82,25,0.0283,4479.32,2.73,0.5,High
AD_0517,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-03-14,Thursday,5,4327,268,0.0621,2.0,535.08,13,0.0521,1063.33,0.987,0.8,High
AD_0518,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Google Ads,2024-07-12,Friday,9,6750,199,0.0296,2.3,458.4,7,0.0364,586.54,0.28,0.5,Medium
AD_0519,🏥 Book your health checkup online. Easy scheduling!,healthcare,LinkedIn,2024-02-04,Sunday,12,49225,452,0.0092,0.92,414.12,8,0.0182,514.0,0.241,0.5,Medium
AD_0520,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-03-24,Sunday,18,25685,188,0.0073,0.98,183.84,1,0.0074,141.08,-0.233,0.5,Low
AD_0521,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-01-20,Saturday,9,18420,286,0.0156,1.72,492.89,9,0.034,791.73,0.606,0.7,High
AD_0522,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Google Ads,2024-04-20,Saturday,17,24926,864,0.0347,1.65,1426.96,24,0.0285,4176.49,1.927,0.5,High
AD_0523,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Facebook,2024-06-16,Sunday,4,20583,516,0.0251,1.14,590.5,17,0.0338,2969.83,4.029,0.65,High
AD_0524,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-10-23,Wednesday,12,20702,301,0.0145,1.19,357.64,13,0.0446,1099.04,2.073,0.8,High
AD_0525,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Instagram,2024-06-04,Tuesday,1,28413,303,0.0107,0.45,135.33,16,0.0534,1910.21,13.116,0.7,High
AD_0526,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-08-02,Friday,9,10486,165,0.0158,1.15,189.34,5,0.0303,830.51,3.386,0.65,High
AD_0527,🌟 Transform your business with AI. Limited time offer!,tech,LinkedIn,2024-07-14,Sunday,14,15031,151,0.01,3.01,454.08,6,0.0429,2380.39,4.242,0.75,High
AD_0528,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-02-19,Monday,3,21527,245,0.0114,1.13,277.42,1,0.0065,57.81,-0.792,0.75,Low
AD_0529,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-11-04,Monday,10,35700,1065,0.0298,2.84,3029.87,39,0.0373,4784.29,0.579,0.5,High
AD_0530,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-03-18,Monday,19,23523,871,0.0371,3.5,3050.81,0,0.001,0.0,-1.0,0.65,Low
AD_0531,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-01-18,Thursday,1,17436,222,0.0128,0.56,124.56,2,0.0109,188.52,0.513,0.5,High
AD_0532,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-11-08,Friday,15,7855,113,0.0144,1.6,180.8,0,0.001,0.0,-1.0,0.65,Low
AD_0533,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-08-23,Friday,16,10018,109,0.0109,1.3,141.22,2,0.024,273.72,0.938,0.5,High
AD_0534,"💸 Save more, spend wisely. Download our app!",finance,Facebook,2024-12-27,Friday,19,30437,351,0.0115,1.53,536.0,13,0.0386,3276.3,5.113,0.65,High
AD_0535,👗 New collection just dropped. Be the first to shop!,ecommerce,Instagram,2024-06-01,Saturday,19,3985,66,0.0166,1.55,102.06,3,0.051,328.49,2.219,0.65,High
AD_0536,🌟 Premium quality at unbeatable prices,ecommerce,Instagram,2024-07-16,Tuesday,16,34678,517,0.0149,0.53,272.17,16,0.031,923.67,2.394,0.8,High
AD_0537,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-07-03,Wednesday,0,2134,38,0.0182,1.29,48.91,0,0.0193,0.0,-1.0,0.5,Low
AD_0538,🌟 Premium quality at unbeatable prices,ecommerce,Google Ads,2024-09-18,Wednesday,3,28649,1066,0.0372,2.96,3152.89,50,0.0473,5934.15,0.882,0.8,High
AD_0539,"💚 Your health, our priority. Comprehensive care plans",healthcare,Instagram,2024-11-05,Tuesday,23,31957,363,0.0114,1.24,451.18,5,0.0161,668.94,0.483,0.5,Medium
AD_0540,⭐ Award-winning software trusted by industry leaders,tech,Facebook,2024-04-13,Saturday,20,28559,368,0.0129,0.67,245.53,13,0.0355,2151.08,7.761,0.55,High
AD_0541,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-08-14,Wednesday,15,44391,1419,0.032,2.81,3993.7,22,0.0162,2792.98,-0.301,0.55,Low
AD_0542,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-02-27,Tuesday,21,36554,1169,0.032,2.79,3258.39,10,0.0092,1812.0,-0.444,0.5,Low
AD_0543,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-08-10,Saturday,22,14304,767,0.0536,2.31,1770.01,2,0.0038,367.55,-0.792,0.55,Low
AD_0544,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-01-08,Monday,14,17061,402,0.0236,0.97,388.4,12,0.0302,2420.82,5.233,0.65,High
AD_0545,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-02-28,Wednesday,13,10940,177,0.0163,0.43,75.94,10,0.06,827.33,9.894,0.75,High
AD_0546,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-07-13,Saturday,19,26832,966,0.036,3.8,3666.81,10,0.0104,761.44,-0.792,0.5,Low
AD_0547,🏥 Book your health checkup online. Easy scheduling!,healthcare,Facebook,2024-10-01,Tuesday,4,46159,436,0.0095,0.72,313.25,8,0.0188,1021.84,2.262,0.5,High
AD_0548,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-09-14,Saturday,15,45993,411,0.0089,1.46,599.55,11,0.0292,2471.72,3.123,0.65,High
AD_0549,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-03-08,Friday,14,12939,544,0.0421,2.25,1226.56,16,0.0299,2518.11,1.053,0.5,High
AD_0550,🌟 Premium quality at unbeatable prices,ecommerce,Instagram,2024-09-19,Thursday,23,15330,195,0.0128,0.91,177.1,8,0.0459,684.1,2.863,0.8,High
AD_0551,💎 Luxury items at affordable prices. Shop today!,ecommerce,Twitter,2024-03-15,Friday,7,21389,137,0.0065,1.02,140.34,6,0.0447,314.73,1.243,0.6,High
AD_0552,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-03-28,Thursday,9,32521,623,0.0192,1.43,892.6,9,0.0156,904.42,0.013,0.8,Medium
AD_0553,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-09-25,Wednesday,22,20738,250,0.0121,1.03,258.4,11,0.0461,585.0,1.264,0.5,High
AD_0554,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-07-05,Friday,11,40763,1825,0.0448,2.26,4130.79,21,0.0119,3285.18,-0.205,0.5,Low
AD_0555,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-02-17,Saturday,18,27177,506,0.0187,0.75,377.18,16,0.0335,874.28,1.318,0.8,High
AD_0556,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-11-13,Wednesday,11,39652,1557,0.0393,4.21,6559.12,1,0.001,117.53,-0.982,0.55,Low
AD_0557,📊 Smart investment tools for modern investors,finance,Instagram,2024-01-17,Wednesday,9,26464,202,0.0076,0.9,182.74,0,0.003,0.0,-1.0,0.5,Low
AD_0558,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-12-24,Tuesday,14,14026,152,0.0109,1.29,196.15,7,0.0489,2175.19,10.089,0.5,High
AD_0559,💎 Luxury items at affordable prices. Shop today!,ecommerce,LinkedIn,2024-03-24,Sunday,6,34776,154,0.0044,2.16,332.01,5,0.035,363.21,0.094,0.6,Medium
AD_0560,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-02-23,Friday,3,46925,571,0.0122,0.9,514.28,45,0.08,4250.29,7.265,0.8,High
AD_0561,💳 Get approved for loans in 24 hours. Apply today!,finance,Facebook,2024-01-20,Saturday,21,38707,719,0.0186,2.2,1580.91,13,0.0189,2170.9,0.373,0.6,Medium
AD_0562,💳 Get approved for loans in 24 hours. Apply today!,finance,Instagram,2024-01-21,Sunday,3,42691,298,0.007,1.15,343.1,4,0.016,681.12,0.985,0.6,High
AD_0563,🔬 Cutting-edge medical technology at your service,healthcare,Google Ads,2024-10-05,Saturday,15,22031,675,0.0307,4.39,2961.69,13,0.0203,1652.21,-0.442,0.5,Low
AD_0564,⚡ Speed up your workflow with cutting-edge technology,tech,Facebook,2024-01-03,Wednesday,17,6454,132,0.0206,1.35,177.78,3,0.0274,1048.3,4.897,0.65,High
AD_0565,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-09-10,Tuesday,15,38392,1808,0.0471,1.98,3582.36,11,0.0061,1747.68,-0.512,0.5,Low
AD_0566,🩺 Advanced healthcare solutions for better living,healthcare,LinkedIn,2024-10-20,Sunday,9,7509,72,0.0097,3.17,227.89,1,0.017,110.43,-0.515,0.5,Low
AD_0567,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-09-07,Saturday,1,3462,66,0.0191,1.28,84.43,3,0.0548,226.55,1.683,0.8,High
AD_0568,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-07-26,Friday,23,8384,152,0.0182,1.42,215.17,5,0.038,1305.86,5.069,0.65,High
AD_0569,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-06-11,Tuesday,5,30425,1505,0.0495,1.26,1894.44,44,0.0296,12474.68,5.585,0.65,High
AD_0570,🌟 Transform your business with AI. Limited time offer!,tech,Instagram,2024-11-02,Saturday,15,44894,646,0.0144,0.72,463.42,35,0.0555,8932.97,18.276,0.75,High
AD_0571,📊 Smart investment tools for modern investors,finance,Facebook,2024-12-06,Friday,1,19323,379,0.0196,1.85,699.63,0,0.001,0.0,-1.0,0.5,Low
AD_0572,🎯 Smart automation for modern businesses. Get started today!,tech,LinkedIn,2024-08-08,Thursday,19,48466,480,0.0099,5.18,2484.55,12,0.0266,3476.9,0.399,0.6,Medium
AD_0573,💡 Innovation meets efficiency. Discover our tech solutions,tech,Instagram,2024-04-20,Saturday,14,35724,728,0.0204,1.78,1297.36,16,0.0229,3184.74,1.455,0.5,High
AD_0574,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-11-26,Tuesday,16,14699,241,0.0164,1.04,250.69,1,0.008,109.48,-0.563,0.5,Low
AD_0575,"💚 Your health, our priority. Comprehensive care plans",healthcare,LinkedIn,2024-03-15,Friday,3,5887,25,0.0044,3.95,98.76,0,0.0289,0.0,-1.0,0.5,Low
AD_0576,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-10-10,Thursday,14,40887,227,0.0056,0.88,200.14,15,0.0697,997.83,3.986,0.65,High
AD_0577,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-01-06,Saturday,23,24099,756,0.0314,4.32,3264.45,44,0.0593,3377.32,0.035,0.65,Medium
AD_0578,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-08-08,Thursday,21,4164,57,0.0137,0.89,50.94,2,0.0413,174.88,2.433,0.8,High
AD_0579,"🏦 Bank with confidence. Zero fees, maximum returns",finance,LinkedIn,2024-08-25,Sunday,20,10417,142,0.0136,0.1,14.2,0,0.0014,0.0,-1.0,0.5,Low
AD_0580,⚕️ Trusted healthcare providers in your area,healthcare,Facebook,2024-07-19,Friday,10,33247,760,0.0229,0.87,659.5,26,0.0351,2676.01,3.058,0.55,High
AD_0581,🌟 Transform your business with AI. Limited time offer!,tech,Facebook,2024-09-16,Monday,3,48216,1351,0.028,1.71,2315.47,21,0.0162,4267.31,0.843,0.75,High
AD_0582,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-07-04,Thursday,10,36699,518,0.0141,1.66,857.6,0,0.001,0.0,-1.0,0.5,Low
AD_0583,💰 Secure your financial future with our investment platform,finance,Facebook,2024-04-11,Thursday,12,20480,293,0.0143,0.62,181.5,6,0.0209,1134.09,5.248,0.55,High
AD_0584,🔒 Protect your assets with our secure solutions,finance,Instagram,2024-10-19,Saturday,8,34816,581,0.0167,0.77,449.37,13,0.024,2918.41,5.494,0.55,High
AD_0585,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-08-14,Wednesday,23,6695,115,0.0173,0.96,110.0,4,0.0419,317.52,1.887,0.8,High
AD_0586,🎯 Smart automation for modern businesses. Get started today!,tech,LinkedIn,2024-09-10,Tuesday,11,42198,294,0.007,4.96,1459.18,8,0.0288,1697.69,0.163,0.6,Medium
AD_0587,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-09-16,Monday,3,5922,220,0.0372,2.94,647.46,7,0.0349,1459.6,1.254,0.55,High
AD_0588,"💚 Your health, our priority. Comprehensive care plans",healthcare,Instagram,2024-03-03,Sunday,12,22054,267,0.0121,0.56,148.96,5,0.019,491.49,2.3,0.5,High
AD_0589,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-09-05,Thursday,9,21855,179,0.0082,4.42,790.65,6,0.0356,448.83,-0.432,0.75,Low
AD_0590,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-03-26,Tuesday,4,29310,249,0.0085,1.61,401.27,11,0.0469,675.39,0.683,0.5,High
AD_0591,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-06-25,Tuesday,23,21674,41,0.0019,1.02,41.82,1,0.0394,114.38,1.735,0.5,High
AD_0592,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Instagram,2024-09-29,Sunday,17,23692,285,0.0121,0.75,212.73,8,0.0305,727.53,2.42,0.75,High
AD_0593,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-10-22,Tuesday,7,36733,417,0.0114,0.55,231.07,8,0.0192,934.33,3.044,0.5,High
AD_0594,⭐ Award-winning software trusted by industry leaders,tech,LinkedIn,2024-07-24,Wednesday,22,44041,172,0.0039,4.8,825.32,5,0.0331,823.32,-0.002,0.55,Low
AD_0595,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-12-22,Sunday,18,15226,199,0.0131,0.84,166.93,12,0.0626,1058.07,5.338,0.75,High
AD_0596,🚀 Revolutionary AI software that transforms your business operations!,tech,Instagram,2024-11-17,Sunday,17,4121,59,0.0144,0.55,32.36,0,0.0129,0.0,-1.0,0.65,Low
AD_0597,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-03-04,Monday,10,45331,772,0.017,0.54,419.45,16,0.0217,3717.33,7.862,0.5,High
AD_0598,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-09-21,Saturday,6,23337,188,0.0081,0.94,177.4,0,0.0035,0.0,-1.0,0.6,Low
AD_0599,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-12-15,Sunday,16,41975,555,0.0132,1.84,1022.03,17,0.0322,2372.21,1.321,0.6,High
AD_0600,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-06-25,Tuesday,4,24238,207,0.0086,0.73,150.94,5,0.0259,528.7,2.503,0.5,High
AD_0601,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Facebook,2024-08-07,Wednesday,1,17395,331,0.0191,1.42,468.89,3,0.0099,322.85,-0.311,0.5,Low
AD_0602,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-10-07,Monday,0,42804,773,0.0181,1.17,907.03,25,0.0324,4180.04,3.609,0.5,High
AD_0603,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-11-13,Wednesday,0,21947,214,0.0098,1.49,319.37,2,0.0134,264.65,-0.171,0.5,Low
AD_0604,📈 Grow your wealth with expert financial advice. Start now!,finance,Twitter,2024-01-18,Thursday,13,6543,50,0.0077,0.4,20.25,1,0.0276,171.52,7.472,0.65,High
AD_0605,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-07-29,Monday,1,47514,693,0.0146,3.37,2333.05,10,0.0157,845.48,-0.638,0.75,Low
